Sales History Report Summary
item name,size,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,Sale,Pur,Adj,QoH,
ABSOLUT GRAPEVINE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
ABSOLUT HIBISCUS 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT HIBISKUS 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT JUICE 750mL APPLE,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-4,
ABSOLUT JUICE 750mL PEAR & ELDERFLOWER,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ABSOLUT JUICE 750mL STRAWBERRY,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ABSOLUT KURANT VODKA 375 ML,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,
ABSOLUT LIME 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
ABSOLUT LIME 50ML,50ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT LIME 750 mL,750 mL,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,-3,
ABSOLUT MANDRIN 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT MANDRIN 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT MANDRIN 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ABSOLUT MANDRIN 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT MANDRIN 750 mL,750 mL,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,
ABSOLUT MANDRIN VODKA 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-4,
ABSOLUT MANGO VODKA 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT NEW ORLEANS VODKA 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT ORIENT APPLE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT PEARS 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT PEARS VODKA,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT PEARS VODKA 750 ML,,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,-3,
ABSOLUT PEPPAR 50 ML,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ABSOLUT PEPPER 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT RASPBERRI 750 mL,750 mL,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,-3,
ABSOLUT RASPBERRY 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT RASPBERRY 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT RUBY RED 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,9,
ABSOLUT RUBY RED 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT RUBY RED 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT RUBY RED 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT RUBY RED 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT VANILLA VODKA 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT VANILLA VODKA 750 mL,750 mL,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,-3,
ABSOLUT VODKA SODA GRAPEFRUIT & ROSEMARY 4pk12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
ABSOLUT VODKA SODA LIME & CUCUMBER 4pk12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-3,
ABSOLUT VODKA SODA RASPBERRY &LEMONGRASS 4pk12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
Absolut Watermelon 50ml,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT WILD TEA 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ABSOLUT WILD TEA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ACCOUNTING,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACE GINGER CIDER 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACE GINGER CIDER 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACE PERRY CIDER 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACE PERRY CIDER 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACE PINEAPPLE CIDER 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACE PINEAPPLE CIDER 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACE ROSE CIDER 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACE ROSE CIDER 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACES HIGH,,0,0,0,0,0,47,15,176,27,22,28,26,341,0,0,-466,
ACHAIA CELLARS RED DRY 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACHAIA RETSINA WHT WINE 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ACHAVAL FERRER MALBEC 7 LBS,7 LBS,0,0,0,0,0,1,3,0,0,0,1,1,6,0,0,-6,
ACROBAT PINOT GRIGIO 750 ML,,0,0,0,0,0,1,0,0,0,0,1,2,4,0,0,-4,
ACROBAT PINOT NOIR 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADAGIO PINOT GRIGIO 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADAGIO PROSECCO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADAGIO TOSCANA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADEGA D BORBA ALENTEJO 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADIRONDACK 601 BOURBON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADMIRAL  NELSON SPICED 101 PROOF 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,9,
ADMIRAL NELSON SPICED 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADMIRAL NELSON SPISED RUM 50ML,50ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADMIRAL NELSON-S 101 PROOF 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADMIRAL NELSON-S SPICED 70 PF. 750 mL,750 mL,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,5,
ADMIRAL NELSONS 1.75L SPICED,1.75 L,0,0,0,0,0,1,3,3,3,0,2,1,13,0,0,-21,
ADMIRAL NELSONS 101 PROOF SPICED RUM 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADMIRAL NELSONS 101 SPISED RUM 50ML,50ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADMIRAL NELSONS PINEAPPLE RUM 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADMIRAL NELSONS SPICED 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
ADMIRAL NELSONS SPICED RUM 200ML,200ML,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,
ADMIRAL NELSONS SPICED RUM 375ML,375ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ADMIRAL NELSONS SPICED RUM 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Admirals Fancy 4pk 16oz,,0,0,0,0,0,0,0,0,1,0,4,1,6,0,0,-6,
ADULT LIMEADE TEQUILA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AFFRESCHI PINOT GRIGIO 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AFTER SHOCK CINNAMON 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AFTER SHOCK CINNAMON 375 mL,375 mL,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-3,
AFTER SHOCK CINNAMON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
AGAVERO ORANGE 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGAVERO TEQ ORANGE LIQ 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGAVERO TEQUILA LIQ 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGAVERO TEQUILA LIQUER 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGUA DE PIEDRA GRAN SELECCION 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,18,
AGUA DE PIEDRA MOSCATO 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGUA DE PIEDRA RED BLEND 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGUA DE PIEDRA SELECCION MALBEC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,
AGUARDIENTE ANTIOQUENO 1l,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGUARDIENTE ANTIOQUENO 375 ML,224,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGUARDIENTE CRISTAL 750 mL,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,
AGUARDIENTE CRISTAL 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGUARDIENTE GOLD 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGUARDIETE ANTIOQUENO 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AGUARIBAY MALBEC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,26,
AICHENBERG GRUNER VELTLINER 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AIVALIS NEMEA 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AIX VIN DE PROVENCE ROSE 2014 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AK-T BLANCO 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALAMOS CHARDONNAY 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALAMOS MALBEC 750 mL,750 mL,0,0,0,0,0,2,6,9,5,5,3,0,30,0,0,-18,
ALAMOS MALBEC SELECTION 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALAMOS TORRONTES 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALBACEA MONASTRELL 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALBERTA DARK BATCH WHISKY 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALBOLA 750mL CHIANTI CLASSICO,750 mL,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-2,
ALEXANDER VALLEY CABERNET SAUVIGNON 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIAS MERLOT 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIAS PINOT NOIR 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIAS RED BLEND 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALICE WHITE CHARDONNAY 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALICE WHITE SHIRAZ/LEXIA 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIZE 1L BLEU PASSION,1L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-3,
ALIZE 750ML MANGO,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,
ALIZE APPLE LIQ 750ml,223,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ALIZE BLEU 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ALIZE BLEU 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ALIZE COCO 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIZE COCO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ALIZE COCO PEACH LIQ 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIZE COCONUT 200ML,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIZE COGNAC VS 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ALIZE COGNAC VSOP 750 ML,223,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIZE GOLD 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ALIZE GOLD 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
ALIZE GOLD PASSION 200 ML,225,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,
ALIZE MANGO 375 ML,224,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ALIZE OEACH 1.0L,1.0L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIZE PEACH LIQ 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-4,
ALIZE PINEAPPLE 375 ML,224,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIZE PINEAPPLE LIQ 750ml,223,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ALIZE RED PASSION 200 ML,225,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALIZE RED PASSION 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
ALIZE RED PASSION 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ALIZE RED PASSION COGNAC 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Allagash Barrel & Bean 4pk 12oz,,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-6,
ALLAGASH WHITE 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALLAGASH WHITE 12pk12oz CANS,12 OZ,0,0,0,0,0,0,5,4,0,2,1,2,14,0,0,-22,
ALLAGASH WHITE 4pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,-7,
Allagash White 6pk 12oz bottles,,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,-3,
ALLAGASH WHITE 6pk12oz CANS,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-4,
ALLEGRINI PALAZZO DELLA TORRE 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALLENS BRANDY GINGER 750 ML,223,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALLTECH TOWN BRANCH 750ML,750ML,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,
ALLURE BUBBLY PEACH 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ALMADEN 1.5L MERLIT,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALMADEN 5L CAB SAUV,5 L,0,0,0,0,0,10,10,11,7,2,6,5,51,0,0,-83,
ALMADEN 5L CHARDONNAY,5 L,0,0,0,0,0,0,0,2,0,1,1,1,5,0,0,-2,
ALMADEN BOX BURGUNDY 5.0 L,5.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
ALMADEN BOX MERLOT 5.0 L,5.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,
ALMADEN BOX RHINE 5.0 L,5.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
ALMADEN BOX WHITE ZINFANDEL 5.0 L,5.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ALMADEN CAB SAUV 1.5 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALMADEN CHABLIS 1.5 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALMADEN CHABLIS 5.0 L,5.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Almaden Chardonnay 1.5L,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3,
ALMADEN GOLDEN CHABLIS 1.5,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALMADEN MALBEC 5.0 L,5.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALMADEN MOSCATO 5.0 L,5.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
ALMADEN PINOT GRIGIO 5.0 L,5.0 L,0,0,0,0,0,0,0,1,0,2,1,1,5,0,0,-7,
ALMADEN PINOT NOIR 5.0 L,5.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALMADEN WHITE ZINFANDEL 1.5 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ALMANEGRA M BLEND 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALTANO DOURO QUINTA DO ATAIDE 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALTO TIERRUCA CAB SAUV 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALTO TIERRUCA SAV BLANC RES 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
ALTOS DEL PLATA CAB SAV 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Altovinum Evodia Grenache  750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALVERDI PINOT GRIGIO 1.5 L,1.5 L,0,0,0,0,0,1,0,0,0,2,0,1,4,0,0,-2,
ALVERDI PINOT GRIGIO 3 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ALVERDI PINOT GRIGIO 750 ML,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,
AMANO CHIANTI 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AMARULA CREAM LIOUEUR 750 mL,750 mL,0,0,0,0,0,0,3,0,0,1,1,0,5,0,0,-4,
Amberhill Secret Blend White 750ml,750 mL,0,0,0,0,0,0,3,10,6,5,4,3,31,0,0,-31,
AMERICAN ANTHAM VODKA 80 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AMERICAN ANTHEM VODKA 50 ML,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AMERICAN SPIRIT BLACK  BOX,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AMERICAN SPIRIT BLUE BOX,PACK,0,0,0,0,0,13,19,15,12,14,3,0,76,0,139,-4,
AMERICAN SPIRIT DARK GREEN  BOX,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AMERICAN SPIRIT GOLD BOX,PACK,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,-3,
AMERICAN SPIRIT GREEN BOX,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
AMERICAN SPIRIT TURQUOISE BOX,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,-2,0,
AMERICAN SPIRIT YELLOW BOX,PACK,0,0,0,0,0,20,36,34,11,19,8,20,148,0,194,-26,
AMERICAN SPIRT ORANGE PACK,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,-14,1,
AMERICANO GANCIA APERITIVO 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
AMSTEL LT 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
AMSTEL LT 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,
AMSTEL LT LAGER 12pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
ANAKENA SAUVIGNON BLANC 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANAKOTA CABERNET SAUVIGNON 750 ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Anchor Steam 6pk 12oz bt,,0,0,0,0,0,0,1,2,2,1,0,0,6,0,0,-6,
ANCIENT AGE BOURBON 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANCNOC HIGHLAND 12 YEARS 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ANDRE BLUSH CHAMPAGNE 750mL,750 mL,0,0,0,0,0,1,1,3,2,0,3,6,16,0,0,-21,
ANDRE BRUT 750mL,750 mL,0,0,0,0,0,2,5,6,0,1,0,3,17,0,0,-31,
ANDRE BRUT 750mL,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANDRE BRUT ROSE 750mL,750ML,0,0,0,0,0,1,0,2,1,3,1,0,8,0,0,-8,
ANDRE COLD DUCK 750mL,750 mL,0,0,0,0,0,0,0,9,2,0,0,0,11,0,0,-5,
ANDRE COLD DUCK 750mL,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANDRE EXTRA DRY 750mL,750 mL,0,0,0,0,0,2,4,7,2,4,7,3,29,0,0,-36,
ANDRE EXTRA DRY 750mL,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANDRE MOSCATO 750mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ANDRE PEACH MOSCATO 750mL,750ML,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,-2,
ANDRE PINK MOSCATO 750mL,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANDRE SPUMANTE 750mL,750ML,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
ANDRE STRAWBERRY MOSCATO 750mL,750ML,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,-4,
ANEW RISLING 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANGELICA 750mL ROSE,750 mL,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,-4,
Angeline Cabernet Sauvignon 750ml,,0,0,0,0,0,0,1,3,6,3,1,0,14,0,0,-17,
Angeline Chardonnay 750ml,750 mL,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,-3,
ANGELINE PINOT NOIR 750 mL,750 mL,0,0,0,0,0,12,17,18,16,17,34,17,131,0,0,-157,
Angeline Pinot Noir Mendocino 750ml,750 mL,0,0,0,0,0,1,5,1,2,0,1,2,12,0,0,-12,
ANGELINE PINOT NOIR RESERVE 750 ML,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-3,
ANGELINE ROSE 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANGELINI PINOT GRIGIO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANGELS ENVY KUNTUCKEY BURBON 750ML,750ML,0,0,0,0,0,0,2,1,1,0,0,1,5,0,0,-6,
ANGOSTURA 1824 12 YRS RUM 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ANGOSTURA BITTERS 16 OZ,16 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
ANGOSTURA BITTERS 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ANGOSTURA BITTERS 4OZ,4OZ,0,0,0,0,0,2,0,5,1,1,2,0,11,0,0,-9,
ANGOSTURA ORANGE BITTERS 4oz,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANGOSTURA RUM 5 YR 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
ANGOSTURA RUM 7 YR 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANGOSTURA RUM 750mL WHITE OAK,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ANGOVES RED BELLY BLACK SHIRAZ 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANGRY ORCHARD 4pk16oz CANS,16 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANGRY ORCHARD CAN 24oz,24 oz,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-9,
ANGRY ORCHARD CRISP APPLE 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-9,
ANGRY ORCHARD CRISP APPLE 12pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,2,3,1,4,5,0,15,0,0,-24,
ANGRY ORCHARD CRISP APPLE 12pk12oz CANS,12 OZ,0,0,0,0,0,2,1,1,1,0,0,0,5,0,0,-13,
ANGRY ORCHARD CRISP APPLE 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,4,4,7,2,0,0,1,18,0,0,-30,
ANGRY ORCHARD CRISP APPLE 6pk12oz CANS,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-17,
ANGRY ORCHARD CRISP APPLE UNFILTERED  6pk12oz BOTTLES,12 OZ,0,0,0,0,0,4,0,1,1,0,3,0,9,0,0,0,
ANGRY ORCHARD EASY APPLE 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
ANGRY ORCHARD EASY APPLE 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
ANGRY ORCHARD GREEN APPLE 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
ANGRY ORCHARD GREEN APPLE 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-7,
ANGRY ORCHARD ROSE 12oz BOTTLE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-3,
ANGRY ORCHARD ROSE 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
